ticket_id,user_id,issue_type,resolved,response_time_days
S36525,U1020244,Refund Delay,Yes,7
S36526,U1033241,Payment Failure,Yes,5
S36527,U1077575,Payment Failure,Yes,5
S36528,U1078611,App Crash,Yes,2
S36529,U1075868,Login Issue,Yes,1
S36530,U1037057,Payment Failure,Yes,4
S36531,U1070407,Login Issue,No,2
S36532,U1043135,Login Issue,Yes,7
S36533,U1020437,Payment Failure,Yes,9
S36534,U1087186,Payment Failure,Yes,9
S36535,U1033982,Payment Failure,Yes,9
S36536,U1030487,App Crash,Yes,5
S36537,U1068541,Login Issue,Yes,8
S36538,U1099941,Refund Delay,Yes,2
S36539,U1025335,Refund Delay,Yes,6
S36540,U1014141,Refund Delay,Yes,3
S36541,U1032218,App Crash,Yes,9
S36542,U1059985,Payment Failure,Yes,1
S36543,U1071844,Login Issue,Yes,7
S36544,U1028237,Refund Delay,Yes,5
S36545,U1009713,Login Issue,Yes,1
S36546,U1084048,Login Issue,Yes,5
S36547,U1089612,Login Issue,Yes,9
S36548,U1051897,Refund Delay,No,9
S36549,U1059893,Login Issue,Yes,8
S36550,U1013100,Refund Delay,Yes,6
S36551,U1045702,Payment Failure,Yes,8
S36552,U1016533,Refund Delay,Yes,8
S36553,U1013175,Refund Delay,Yes,1
S36554,U1057302,Payment Failure,Yes,9
S36555,U1004224,Refund Delay,Yes,5
S36556,U1059845,App Crash,Yes,6
S36557,U1008610,Payment Failure,Yes,4
S36558,U1048859,Refund Delay,Yes,6
S36559,U1085757,Login Issue,Yes,2
S36560,U1098493,App Crash,Yes,3
S36561,U1009163,Login Issue,Yes,1
S36562,U1096079,Payment Failure,Yes,9
S36563,U1052252,Refund Delay,Yes,5
S36564,U1082343,Payment Failure,Yes,6
S36565,U1076347,App Crash,Yes,5
S36566,U1085491,Payment Failure,Yes,4
S36567,U1028249,Payment Failure,Yes,7
S36568,U1064719,App Crash,Yes,8
S36569,U1009259,Login Issue,Yes,6
S36570,U1025805,Login Issue,Yes,5
S36571,U1033963,App Crash,No,4
S36572,U1029691,Payment Failure,No,5
S36573,U1075974,App Crash,No,7
S36574,U1066759,Refund Delay,Yes,7
S36575,U1007412,Refund Delay,Yes,4
S36576,U1098637,Login Issue,Yes,3
S36577,U1069332,Login Issue,Yes,3
S36578,U1048547,Payment Failure,No,1
S36579,U1078292,Payment Failure,Yes,2
S36580,U1014210,Payment Failure,No,1
S36581,U1010676,Login Issue,Yes,5
S36582,U1075543,Payment Failure,Yes,1
S36583,U1033670,App Crash,No,2
S36584,U1065188,Login Issue,Yes,7
S36585,U1077770,Login Issue,Yes,5
S36586,U1067113,Payment Failure,Yes,5
S36587,U1083535,App Crash,Yes,9
S36588,U1026016,Login Issue,Yes,3
S36589,U1081467,Payment Failure,Yes,5
S36590,U1071280,App Crash,Yes,3
S36591,U1087123,Login Issue,Yes,9
S36592,U1002059,Login Issue,No,1
S36593,U1046325,Payment Failure,Yes,8
S36594,U1091223,App Crash,Yes,4
S36595,U1073253,Payment Failure,Yes,1
S36596,U1042936,Refund Delay,Yes,2
S36597,U1059116,Refund Delay,No,8
S36598,U1048984,Refund Delay,Yes,4
S36599,U1060887,Payment Failure,Yes,1
S36600,U1012240,Payment Failure,Yes,3
S36601,U1045685,Payment Failure,Yes,3
S36602,U1010140,Refund Delay,Yes,1
S36603,U1009490,App Crash,Yes,6
S36604,U1063866,Payment Failure,Yes,5
S36605,U1057988,Refund Delay,No,6
S36606,U1095529,Refund Delay,Yes,5
S36607,U1049347,Login Issue,Yes,8
S36608,U1074462,Payment Failure,Yes,1
S36609,U1016705,Refund Delay,Yes,6
S36610,U1019705,Login Issue,Yes,6
S36611,U1026114,Login Issue,Yes,5
S36612,U1081185,Refund Delay,Yes,4
S36613,U1084610,Login Issue,Yes,4
S36614,U1012613,Refund Delay,Yes,4
S36615,U1089761,Payment Failure,Yes,6
S36616,U1046108,Payment Failure,No,2
S36617,U1068614,Payment Failure,Yes,8
S36618,U1001617,Payment Failure,Yes,1
S36619,U1001624,App Crash,Yes,7
S36620,U1008894,App Crash,No,8
S36621,U1020211,App Crash,Yes,4
S36622,U1054432,Payment Failure,Yes,7
S36623,U1053542,Refund Delay,Yes,7
S36624,U1096848,App Crash,Yes,3
S36625,U1077335,Refund Delay,Yes,9
S36626,U1034064,Login Issue,Yes,3
S36627,U1033926,Refund Delay,Yes,6
S36628,U1006994,Refund Delay,Yes,1
S36629,U1060518,App Crash,Yes,6
S36630,U1085695,Refund Delay,Yes,5
S36631,U1066081,Payment Failure,Yes,6
S36632,U1020074,Payment Failure,Yes,6
S36633,U1039278,Login Issue,No,3
S36634,U1028750,Login Issue,Yes,5
S36635,U1072148,Payment Failure,Yes,6
S36636,U1048808,App Crash,Yes,8
S36637,U1067342,Login Issue,Yes,7
S36638,U1090159,Login Issue,Yes,5
S36639,U1035456,Payment Failure,Yes,1
S36640,U1041321,App Crash,Yes,3
S36641,U1072310,Refund Delay,Yes,3
S36642,U1056897,Refund Delay,Yes,8
S36643,U1048672,App Crash,No,3
S36644,U1058937,Payment Failure,Yes,8
S36645,U1047955,Refund Delay,Yes,1
S36646,U1009075,App Crash,Yes,7
S36647,U1010490,App Crash,Yes,2
S36648,U1082732,Refund Delay,No,5
S36649,U1009974,Refund Delay,No,7
S36650,U1022915,App Crash,No,1
S36651,U1041894,Login Issue,Yes,1
S36652,U1060401,Login Issue,Yes,6
S36653,U1021711,Refund Delay,Yes,3
S36654,U1007157,Refund Delay,No,8
S36655,U1072992,Payment Failure,Yes,6
S36656,U1048719,Payment Failure,Yes,2
S36657,U1011951,Payment Failure,No,8
S36658,U1048289,Login Issue,Yes,8
S36659,U1045350,Payment Failure,Yes,2
S36660,U1032871,Payment Failure,Yes,1
S36661,U1012109,Login Issue,Yes,9
S36662,U1011618,Login Issue,Yes,5
S36663,U1014013,Refund Delay,Yes,2
S36664,U1002111,Refund Delay,Yes,6
S36665,U1043087,Login Issue,Yes,5
S36666,U1001520,App Crash,No,8
S36667,U1052268,Refund Delay,No,4
S36668,U1009840,Refund Delay,Yes,8
S36669,U1038425,App Crash,No,6
S36670,U1055920,App Crash,Yes,2
S36671,U1097560,Refund Delay,Yes,5
S36672,U1018462,Refund Delay,Yes,7
S36673,U1066304,Login Issue,Yes,5
S36674,U1027996,App Crash,No,5
S36675,U1036236,Payment Failure,Yes,8
S36676,U1062016,Payment Failure,Yes,1
S36677,U1080216,Login Issue,Yes,4
S36678,U1033053,Refund Delay,Yes,4
S36679,U1089851,Refund Delay,Yes,3
S36680,U1060916,Refund Delay,Yes,8
S36681,U1055208,App Crash,Yes,4
S36682,U1038294,Payment Failure,Yes,3
S36683,U1064519,App Crash,Yes,2
S36684,U1040088,Payment Failure,Yes,3
S36685,U1049523,Refund Delay,Yes,9
S36686,U1094989,Payment Failure,Yes,5
S36687,U1058489,Refund Delay,Yes,5
S36688,U1040725,App Crash,Yes,7
S36689,U1044800,Refund Delay,Yes,9
S36690,U1082244,Login Issue,Yes,2
S36691,U1092166,Payment Failure,Yes,5
S36692,U1033896,App Crash,Yes,2
S36693,U1088961,Payment Failure,Yes,9
S36694,U1013528,Login Issue,Yes,7
S36695,U1093623,Refund Delay,Yes,2
S36696,U1083716,Refund Delay,No,4
S36697,U1085678,Login Issue,Yes,5
S36698,U1044637,Login Issue,No,7
S36699,U1071809,App Crash,Yes,5
S36700,U1053610,App Crash,Yes,9
S36701,U1078856,Payment Failure,Yes,2
S36702,U1048109,Login Issue,Yes,5
S36703,U1070239,Refund Delay,Yes,2
S36704,U1010572,App Crash,Yes,2
S36705,U1075157,Login Issue,No,1
S36706,U1076357,Payment Failure,Yes,8
S36707,U1082975,Refund Delay,Yes,5
S36708,U1026238,Payment Failure,Yes,4
S36709,U1049814,App Crash,Yes,2
S36710,U1017077,App Crash,Yes,5
S36711,U1026768,App Crash,No,7
S36712,U1020393,Login Issue,Yes,8
S36713,U1057586,Login Issue,Yes,8
S36714,U1039759,App Crash,Yes,9
S36715,U1056362,Refund Delay,Yes,9
S36716,U1062062,Payment Failure,Yes,8
S36717,U1017294,App Crash,Yes,9
S36718,U1097667,Login Issue,Yes,7
S36719,U1065569,Login Issue,Yes,4
S36720,U1020837,Payment Failure,Yes,5
S36721,U1092156,Login Issue,Yes,2
S36722,U1003120,App Crash,Yes,3
S36723,U1087187,Refund Delay,Yes,7
S36724,U1050372,Payment Failure,Yes,3
S36725,U1060606,Payment Failure,Yes,7
S36726,U1058653,App Crash,No,8
S36727,U1027297,Refund Delay,Yes,7
S36728,U1018065,Payment Failure,Yes,2
S36729,U1077696,Refund Delay,Yes,4
S36730,U1095772,Refund Delay,Yes,4
S36731,U1032426,App Crash,Yes,8
S36732,U1004566,Refund Delay,Yes,2
S36733,U1031474,App Crash,Yes,7
S36734,U1000772,Payment Failure,Yes,4
S36735,U1082385,Login Issue,Yes,3
S36736,U1016151,Refund Delay,Yes,1
S36737,U1082680,Refund Delay,Yes,7
S36738,U1088776,Payment Failure,No,7
S36739,U1003606,Login Issue,Yes,2
S36740,U1076391,Refund Delay,Yes,3
S36741,U1021325,Login Issue,Yes,8
S36742,U1036789,Refund Delay,Yes,2
S36743,U1073150,Payment Failure,Yes,1
S36744,U1046716,Refund Delay,Yes,5
S36745,U1004339,Payment Failure,Yes,4
S36746,U1049144,Payment Failure,Yes,1
S36747,U1020145,Login Issue,Yes,9
S36748,U1003974,App Crash,Yes,4
S36749,U1019580,Payment Failure,No,2
S36750,U1083419,App Crash,Yes,4
S36751,U1081315,Payment Failure,Yes,9
S36752,U1066667,Refund Delay,No,1
S36753,U1073415,App Crash,Yes,6
S36754,U1039864,Login Issue,Yes,9
S36755,U1062018,Payment Failure,No,1
S36756,U1043245,Login Issue,No,3
S36757,U1098550,Payment Failure,Yes,7
S36758,U1050590,Login Issue,Yes,7
S36759,U1053381,Payment Failure,Yes,5
S36760,U1079871,Payment Failure,No,5
S36761,U1004701,App Crash,Yes,7
S36762,U1094672,Refund Delay,Yes,2
S36763,U1038204,Refund Delay,Yes,7
S36764,U1029326,Login Issue,Yes,1
S36765,U1040457,Login Issue,Yes,7
S36766,U1014686,Payment Failure,No,6
S36767,U1036885,App Crash,Yes,7
S36768,U1096329,Login Issue,Yes,3
S36769,U1083592,Payment Failure,Yes,6
S36770,U1019201,Refund Delay,No,3
S36771,U1031411,Payment Failure,No,3
S36772,U1091610,Login Issue,Yes,9
S36773,U1027033,App Crash,No,3
S36774,U1096947,Payment Failure,Yes,2
S36775,U1080380,Payment Failure,Yes,6
S36776,U1078524,App Crash,Yes,9
S36777,U1054567,Payment Failure,Yes,6
S36778,U1046202,Refund Delay,Yes,6
S36779,U1006167,Refund Delay,No,3
S36780,U1074831,Payment Failure,Yes,3
S36781,U1056514,Login Issue,Yes,4
S36782,U1074510,Payment Failure,Yes,1
S36783,U1075765,Login Issue,Yes,7
S36784,U1076923,Payment Failure,Yes,5
S36785,U1055247,Refund Delay,Yes,2
S36786,U1094686,Login Issue,Yes,2
S36787,U1094087,App Crash,Yes,6
S36788,U1043028,Login Issue,Yes,3
S36789,U1050442,Refund Delay,Yes,4
S36790,U1057824,Refund Delay,Yes,4
S36791,U1021278,App Crash,Yes,7
S36792,U1078508,Login Issue,Yes,1
S36793,U1010066,Refund Delay,Yes,1
S36794,U1028926,Refund Delay,Yes,8
S36795,U1084355,Login Issue,Yes,9
S36796,U1019060,Payment Failure,Yes,7
S36797,U1056919,Login Issue,Yes,2
S36798,U1021157,App Crash,Yes,2
S36799,U1090957,Payment Failure,Yes,5
S36800,U1091681,Login Issue,No,7
S36801,U1043500,Refund Delay,No,5
S36802,U1022442,Login Issue,Yes,9
S36803,U1060677,Refund Delay,Yes,4
S36804,U1027931,App Crash,Yes,3
S36805,U1063759,App Crash,Yes,1
S36806,U1083554,App Crash,Yes,5
S36807,U1061320,Login Issue,Yes,7
S36808,U1062971,App Crash,Yes,3
S36809,U1094793,Refund Delay,Yes,9
S36810,U1018421,Refund Delay,Yes,7
S36811,U1064822,Refund Delay,Yes,4
S36812,U1023332,Refund Delay,Yes,3
S36813,U1037538,Payment Failure,Yes,1
S36814,U1087016,Login Issue,Yes,2
S36815,U1000184,Refund Delay,No,3
S36816,U1091393,App Crash,Yes,3
S36817,U1079276,Login Issue,Yes,4
S36818,U1011760,Payment Failure,Yes,3
S36819,U1062205,App Crash,Yes,8
S36820,U1024717,Login Issue,Yes,5
S36821,U1083278,Refund Delay,Yes,8
S36822,U1036321,App Crash,Yes,1
S36823,U1094356,Payment Failure,Yes,8
S36824,U1096158,Login Issue,Yes,4
S36825,U1076019,Login Issue,Yes,5
S36826,U1044125,Login Issue,Yes,9
S36827,U1047415,App Crash,Yes,2
S36828,U1019828,Refund Delay,No,1
S36829,U1040557,App Crash,Yes,6
S36830,U1002219,Login Issue,Yes,8
S36831,U1079714,Payment Failure,Yes,5
S36832,U1015711,Refund Delay,Yes,4
S36833,U1072525,Login Issue,Yes,2
S36834,U1022936,App Crash,Yes,5
S36835,U1090236,Payment Failure,Yes,6
S36836,U1075060,Login Issue,Yes,2
S36837,U1045898,Login Issue,Yes,6
S36838,U1020264,Login Issue,Yes,6
S36839,U1044912,Refund Delay,Yes,4
S36840,U1089450,Payment Failure,Yes,2
S36841,U1090804,Refund Delay,Yes,2
S36842,U1005439,Refund Delay,Yes,5
S36843,U1038700,Payment Failure,Yes,7
S36844,U1056473,App Crash,Yes,8
S36845,U1039925,Refund Delay,Yes,6
S36846,U1026229,Payment Failure,Yes,6
S36847,U1035454,Login Issue,Yes,6
S36848,U1013259,Payment Failure,No,4
S36849,U1017961,Refund Delay,Yes,5
S36850,U1063284,Refund Delay,Yes,8
S36851,U1033192,Login Issue,Yes,9
S36852,U1073313,App Crash,Yes,6
S36853,U1059824,App Crash,Yes,1
S36854,U1062952,Login Issue,Yes,6
S36855,U1078066,Payment Failure,Yes,2
S36856,U1016947,App Crash,Yes,7
S36857,U1040212,Refund Delay,Yes,7
S36858,U1029788,Refund Delay,No,3
S36859,U1049066,Login Issue,Yes,6
S36860,U1002207,App Crash,Yes,1
S36861,U1086763,Refund Delay,Yes,3
S36862,U1024786,App Crash,Yes,3
S36863,U1049346,App Crash,Yes,1
S36864,U1077961,Payment Failure,Yes,4
S36865,U1035997,Refund Delay,Yes,1
S36866,U1063196,Refund Delay,No,7
S36867,U1081804,Refund Delay,Yes,7
S36868,U1017074,Payment Failure,Yes,7
S36869,U1016930,Refund Delay,Yes,7
S36870,U1021533,App Crash,Yes,3
S36871,U1000381,Login Issue,Yes,7
S36872,U1004882,App Crash,Yes,9
S36873,U1054729,Login Issue,Yes,4
S36874,U1069591,Refund Delay,Yes,3
S36875,U1024816,Payment Failure,No,6
S36876,U1080965,Refund Delay,Yes,1
S36877,U1011042,App Crash,Yes,2
S36878,U1009775,Refund Delay,Yes,8
S36879,U1091774,Refund Delay,Yes,6
S36880,U1070938,Refund Delay,Yes,1
S36881,U1050216,Login Issue,Yes,7
S36882,U1000087,Login Issue,Yes,5
S36883,U1069927,Login Issue,Yes,3
S36884,U1024808,Payment Failure,Yes,8
S36885,U1036105,Login Issue,Yes,1
S36886,U1039776,Login Issue,Yes,9
S36887,U1024399,Login Issue,Yes,5
S36888,U1002151,App Crash,No,1
S36889,U1005580,Payment Failure,Yes,7
S36890,U1070888,Payment Failure,Yes,5
S36891,U1016371,App Crash,Yes,3
S36892,U1004725,Refund Delay,Yes,3
S36893,U1057065,App Crash,Yes,4
S36894,U1062641,Login Issue,Yes,8
S36895,U1065236,Refund Delay,Yes,3
S36896,U1058066,Login Issue,Yes,2
S36897,U1011658,Refund Delay,Yes,8
S36898,U1036398,App Crash,Yes,5
S36899,U1005735,Payment Failure,Yes,6
S36900,U1004227,Payment Failure,Yes,4
S36901,U1092582,Refund Delay,Yes,3
S36902,U1042680,App Crash,Yes,9
S36903,U1045198,Payment Failure,No,6
S36904,U1015778,Refund Delay,Yes,8
S36905,U1032723,Refund Delay,Yes,3
S36906,U1058027,Payment Failure,Yes,1
S36907,U1057377,Login Issue,Yes,6
S36908,U1067074,Login Issue,Yes,4
S36909,U1062374,Refund Delay,Yes,3
S36910,U1035144,Refund Delay,Yes,1
S36911,U1026114,Login Issue,Yes,4
S36912,U1040166,App Crash,Yes,8
S36913,U1060052,Payment Failure,Yes,1
S36914,U1014428,Login Issue,Yes,1
S36915,U1053147,Login Issue,Yes,1
S36916,U1002337,App Crash,Yes,4
S36917,U1096592,Payment Failure,Yes,1
S36918,U1010213,Refund Delay,No,2
S36919,U1038070,Refund Delay,Yes,7
S36920,U1027711,App Crash,No,3
S36921,U1027272,App Crash,Yes,6
S36922,U1006516,Login Issue,Yes,4
S36923,U1037926,Payment Failure,Yes,5
S36924,U1038455,Payment Failure,No,9
S36925,U1061402,Login Issue,Yes,5
S36926,U1016887,Login Issue,Yes,8
S36927,U1054631,Login Issue,Yes,4
S36928,U1097806,Payment Failure,No,8
S36929,U1076141,App Crash,Yes,4
S36930,U1088343,Payment Failure,No,4
S36931,U1040483,Login Issue,Yes,9
S36932,U1054894,Refund Delay,Yes,6
S36933,U1094557,App Crash,Yes,5
S36934,U1078779,Login Issue,Yes,6
S36935,U1005860,Login Issue,Yes,2
S36936,U1043794,Login Issue,Yes,1
S36937,U1056896,Login Issue,Yes,9
S36938,U1023011,App Crash,No,5
S36939,U1061033,Payment Failure,Yes,7
S36940,U1057987,App Crash,No,7
S36941,U1013718,App Crash,Yes,9
S36942,U1092562,Payment Failure,Yes,7
S36943,U1051351,Login Issue,Yes,7
S36944,U1021620,App Crash,Yes,8
S36945,U1001271,App Crash,Yes,7
S36946,U1016819,App Crash,Yes,2
S36947,U1005762,Login Issue,No,6
S36948,U1028388,Payment Failure,Yes,1
S36949,U1025206,Payment Failure,No,7
S36950,U1060323,Login Issue,Yes,6
S36951,U1058213,Login Issue,Yes,3
S36952,U1063597,App Crash,Yes,9
S36953,U1015471,Payment Failure,Yes,2
S36954,U1091167,Payment Failure,Yes,1
S36955,U1027697,Login Issue,No,2
S36956,U1003419,Payment Failure,Yes,6
S36957,U1052567,Login Issue,Yes,9
S36958,U1090738,Payment Failure,Yes,5
S36959,U1004420,Payment Failure,Yes,2
S36960,U1035727,App Crash,Yes,9
S36961,U1054880,Refund Delay,Yes,2
S36962,U1078642,App Crash,Yes,1
S36963,U1035914,Refund Delay,Yes,5
S36964,U1097097,Login Issue,Yes,3
S36965,U1056009,Login Issue,No,9
S36966,U1091640,Payment Failure,Yes,7
S36967,U1005060,Login Issue,Yes,2
S36968,U1082854,Login Issue,No,2
S36969,U1056854,Login Issue,Yes,8
S36970,U1090950,Login Issue,Yes,4
S36971,U1062981,Refund Delay,Yes,2
S36972,U1056196,Payment Failure,No,7
S36973,U1021552,App Crash,Yes,3
S36974,U1007837,Login Issue,Yes,1
S36975,U1089864,Refund Delay,Yes,9
S36976,U1052172,Login Issue,Yes,5
S36977,U1099284,Refund Delay,Yes,3
S36978,U1093588,Payment Failure,No,9
S36979,U1067249,Payment Failure,Yes,5
S36980,U1047453,Refund Delay,Yes,1
S36981,U1009678,Refund Delay,Yes,3
S36982,U1015747,Login Issue,Yes,5
S36983,U1024938,Login Issue,No,2
S36984,U1085396,Payment Failure,Yes,3
S36985,U1080218,Refund Delay,Yes,1
S36986,U1002838,Refund Delay,Yes,4
S36987,U1020519,Payment Failure,Yes,1
S36988,U1002528,Login Issue,Yes,5
S36989,U1056526,Refund Delay,Yes,8
S36990,U1015655,App Crash,Yes,3
S36991,U1005522,Payment Failure,Yes,1
S36992,U1030663,Payment Failure,Yes,4
S36993,U1096239,Payment Failure,No,2
S36994,U1008619,Login Issue,Yes,9
S36995,U1083702,Payment Failure,Yes,5
S36996,U1080726,Refund Delay,Yes,6
S36997,U1025904,App Crash,Yes,2
S36998,U1052485,Refund Delay,Yes,8
S36999,U1022551,App Crash,Yes,7
S37000,U1002052,App Crash,Yes,7
S37001,U1084331,Refund Delay,Yes,3
S37002,U1082259,Payment Failure,Yes,6
S37003,U1000219,Login Issue,Yes,2
S37004,U1042171,Refund Delay,Yes,7
S37005,U1027237,Login Issue,Yes,3
S37006,U1040072,Payment Failure,Yes,2
S37007,U1053751,Payment Failure,Yes,3
S37008,U1034993,App Crash,Yes,3
S37009,U1084313,App Crash,Yes,7
S37010,U1021613,App Crash,Yes,8
S37011,U1024104,Payment Failure,Yes,8
S37012,U1045258,Refund Delay,Yes,8
S37013,U1086307,Refund Delay,Yes,4
S37014,U1018815,Payment Failure,Yes,4
S37015,U1065276,Payment Failure,Yes,8
S37016,U1033790,Payment Failure,No,1
S37017,U1056743,App Crash,Yes,3
S37018,U1001748,Payment Failure,Yes,4
S37019,U1047851,Refund Delay,Yes,6
S37020,U1039428,App Crash,Yes,1
S37021,U1067766,Payment Failure,Yes,6
S37022,U1066208,Login Issue,Yes,6
S37023,U1070192,Payment Failure,Yes,7
S37024,U1004531,Refund Delay,Yes,2
S37025,U1037699,Payment Failure,No,4
S37026,U1076021,Payment Failure,No,2
S37027,U1009000,App Crash,Yes,6
S37028,U1028151,Login Issue,Yes,2
S37029,U1018073,Refund Delay,No,8
S37030,U1010049,Refund Delay,Yes,4
S37031,U1072036,Payment Failure,Yes,5
S37032,U1088610,Payment Failure,Yes,2
S37033,U1099010,Refund Delay,No,6
S37034,U1064543,Refund Delay,Yes,3
S37035,U1000247,Refund Delay,Yes,1
S37036,U1044947,Login Issue,No,1
S37037,U1030856,Payment Failure,Yes,8
S37038,U1075400,Refund Delay,Yes,6
S37039,U1091728,Refund Delay,Yes,9
S37040,U1018313,Payment Failure,Yes,2
S37041,U1061633,App Crash,Yes,4
S37042,U1050523,Login Issue,Yes,8
S37043,U1036871,Login Issue,Yes,2
S37044,U1003316,App Crash,Yes,1
S37045,U1063224,Payment Failure,Yes,6
S37046,U1056996,App Crash,Yes,1
S37047,U1031867,Login Issue,Yes,5
S37048,U1015143,Refund Delay,Yes,5
S37049,U1081465,Payment Failure,Yes,7
S37050,U1076842,Login Issue,Yes,6
S37051,U1072890,Login Issue,No,6
S37052,U1020673,App Crash,Yes,7
S37053,U1002136,Login Issue,No,4
S37054,U1033267,App Crash,No,4
S37055,U1088534,Login Issue,Yes,9
S37056,U1074723,Login Issue,Yes,4
S37057,U1064369,Refund Delay,Yes,6
S37058,U1043300,Refund Delay,Yes,4
S37059,U1084191,Payment Failure,Yes,9
S37060,U1042525,Login Issue,No,5
S37061,U1014350,App Crash,Yes,8
S37062,U1045243,App Crash,Yes,3
S37063,U1035271,App Crash,No,5
S37064,U1044063,Login Issue,Yes,8
S37065,U1004907,Refund Delay,Yes,5
S37066,U1012287,App Crash,Yes,5
S37067,U1087717,Login Issue,Yes,7
S37068,U1025808,App Crash,No,3
S37069,U1008444,App Crash,Yes,5
S37070,U1047366,App Crash,Yes,6
S37071,U1013583,Refund Delay,Yes,4
S37072,U1097623,App Crash,Yes,1
S37073,U1038330,Login Issue,Yes,3
S37074,U1061265,Login Issue,Yes,7
S37075,U1071033,Refund Delay,Yes,5
S37076,U1052443,App Crash,Yes,2
S37077,U1012126,Payment Failure,No,6
S37078,U1057927,App Crash,Yes,8
S37079,U1002437,Payment Failure,Yes,1
S37080,U1085731,Payment Failure,Yes,3
S37081,U1025940,Refund Delay,Yes,9
S37082,U1055635,Login Issue,Yes,3
S37083,U1069640,App Crash,Yes,4
S37084,U1009899,App Crash,Yes,9
S37085,U1062765,Payment Failure,No,2
S37086,U1052888,Payment Failure,Yes,5
S37087,U1084472,Payment Failure,Yes,9
S37088,U1043642,Login Issue,Yes,3
S37089,U1057429,App Crash,Yes,4
S37090,U1026903,App Crash,Yes,6
S37091,U1064406,Payment Failure,Yes,7
S37092,U1099168,Login Issue,Yes,4
S37093,U1022270,App Crash,Yes,7
S37094,U1093866,Refund Delay,Yes,8
S37095,U1047800,App Crash,Yes,3
S37096,U1082207,Refund Delay,Yes,2
S37097,U1082291,Refund Delay,Yes,7
S37098,U1010757,Refund Delay,Yes,4
S37099,U1080219,Login Issue,Yes,9
S37100,U1077836,Login Issue,Yes,6
S37101,U1037325,Payment Failure,Yes,1
S37102,U1019167,Refund Delay,Yes,1
S37103,U1022179,Payment Failure,No,2
S37104,U1004641,Login Issue,Yes,1
S37105,U1086586,Login Issue,Yes,1
S37106,U1048904,Refund Delay,Yes,2
S37107,U1066447,Refund Delay,Yes,8
S37108,U1028267,Payment Failure,Yes,9
S37109,U1034212,Login Issue,Yes,7
S37110,U1073654,Payment Failure,Yes,1
S37111,U1057411,Payment Failure,No,9
S37112,U1037261,Payment Failure,Yes,6
S37113,U1030579,Login Issue,Yes,2
S37114,U1087726,App Crash,Yes,8
S37115,U1074613,Login Issue,Yes,3
S37116,U1008986,App Crash,Yes,3
S37117,U1015332,App Crash,Yes,6
S37118,U1024177,Payment Failure,Yes,5
S37119,U1035041,Login Issue,Yes,5
S37120,U1047691,Login Issue,Yes,4
S37121,U1069966,Refund Delay,Yes,9
S37122,U1088288,Payment Failure,Yes,3
S37123,U1004337,Login Issue,Yes,7
S37124,U1042143,Refund Delay,Yes,7
S37125,U1052787,Payment Failure,Yes,5
S37126,U1003382,App Crash,Yes,5
S37127,U1021098,Refund Delay,Yes,6
S37128,U1027234,App Crash,Yes,4
S37129,U1021633,Refund Delay,Yes,5
S37130,U1079839,Login Issue,Yes,7
S37131,U1013496,Refund Delay,Yes,1
S37132,U1015226,App Crash,Yes,7
S37133,U1092322,Payment Failure,Yes,9
S37134,U1016829,Login Issue,Yes,7
S37135,U1003355,Refund Delay,No,7
S37136,U1009446,Login Issue,No,2
S37137,U1094731,App Crash,Yes,7
S37138,U1053770,App Crash,Yes,7
S37139,U1032775,Refund Delay,Yes,2
S37140,U1003614,Payment Failure,Yes,8
S37141,U1093353,Payment Failure,Yes,3
S37142,U1035570,Login Issue,No,6
S37143,U1015614,Login Issue,Yes,2
S37144,U1098241,Refund Delay,Yes,5
S37145,U1070454,App Crash,Yes,8
S37146,U1082485,Payment Failure,Yes,9
S37147,U1094437,App Crash,Yes,1
S37148,U1086855,Payment Failure,Yes,9
S37149,U1006657,Refund Delay,Yes,2
S37150,U1093043,App Crash,Yes,2
S37151,U1001559,App Crash,Yes,8
S37152,U1056156,Login Issue,Yes,9
S37153,U1054131,Payment Failure,Yes,8
S37154,U1007148,Login Issue,Yes,2
S37155,U1009569,Login Issue,Yes,8
S37156,U1028874,Refund Delay,Yes,9
S37157,U1072761,Payment Failure,Yes,2
S37158,U1035448,App Crash,Yes,4
S37159,U1028214,Refund Delay,No,6
S37160,U1096317,Payment Failure,Yes,9
S37161,U1042249,Payment Failure,Yes,4
S37162,U1081736,App Crash,Yes,6
S37163,U1073407,App Crash,Yes,1
S37164,U1027235,Login Issue,Yes,8
S37165,U1039072,Refund Delay,Yes,2
S37166,U1037505,Login Issue,Yes,9
S37167,U1098399,Login Issue,Yes,4
S37168,U1084521,Login Issue,Yes,4
S37169,U1089278,Login Issue,No,4
S37170,U1008493,Refund Delay,Yes,7
S37171,U1039986,App Crash,No,6
S37172,U1070397,App Crash,Yes,7
S37173,U1075913,Refund Delay,Yes,8
S37174,U1002017,Payment Failure,Yes,9
S37175,U1014573,Payment Failure,Yes,2
S37176,U1085930,Payment Failure,Yes,9
S37177,U1043294,Refund Delay,Yes,9
S37178,U1069305,Login Issue,Yes,7
S37179,U1009764,Login Issue,No,5
S37180,U1031253,Login Issue,Yes,3
S37181,U1017992,Refund Delay,Yes,8
S37182,U1059173,Refund Delay,Yes,1
S37183,U1074074,Payment Failure,Yes,1
S37184,U1083176,Login Issue,Yes,1
S37185,U1041532,Refund Delay,Yes,5
S37186,U1046013,Refund Delay,Yes,4
S37187,U1026996,Login Issue,Yes,2
S37188,U1069673,App Crash,Yes,1
