user_id,last_active_date,avg_session_time,failed_txns,total_logins
U1061711,2025-09-18,10.43,1,221
U1061712,2025-07-22,8.58,2,204
U1061713,2025-09-02,8.67,1,144
U1061714,2025-07-07,11.94,2,163
U1061715,2025-10-23,7.5,4,132
U1061716,2025-09-08,6.84,1,78
U1061717,2025-10-18,10.26,4,88
U1061718,2025-10-14,8.2,0,196
U1061719,2025-05-25,9.69,0,240
U1061720,2025-08-30,4.57,1,216
U1061721,2025-10-14,5.23,3,208
U1061722,2025-09-02,15.87,1,220
U1061723,2025-08-26,5.4,0,199
U1061724,2025-10-05,10.8,0,204
U1061725,2025-09-08,8.44,0,143
U1061726,2025-10-20,12.47,2,117
U1061727,2025-05-09,15.41,3,62
U1061728,2025-10-21,9.97,0,249
U1061729,2025-08-27,9.47,2,85
U1061730,2025-09-23,11.49,0,48
U1061731,2025-05-02,4.9,0,156
U1061732,2025-10-06,5.57,1,269
U1061733,2025-09-23,6.85,2,244
U1061734,2025-09-24,5.89,2,24
U1061735,2025-10-08,7.84,1,160
U1061736,2025-06-26,7.67,3,118
U1061737,2025-06-12,7.58,1,163
U1061738,2025-06-05,11.54,0,259
U1061739,2025-06-04,9.34,1,42
U1061740,2025-08-12,6.59,3,177
U1061741,2025-05-23,8.8,1,35
U1061742,2025-09-18,8.48,0,250
U1061743,2025-10-13,8.69,0,139
U1061744,2025-06-04,6.83,0,253
U1061745,2025-05-26,7.67,1,213
U1061746,2025-06-21,11.68,1,248
U1061747,2025-05-31,12.38,1,234
U1061748,2025-08-24,12.15,0,240
U1061749,2025-08-03,8.72,2,162
U1061750,2025-07-14,3.24,1,198
U1061751,2025-05-26,8.1,1,244
U1061752,2025-10-07,9.12,0,23
U1061753,2025-07-22,4.73,1,292
U1061754,2025-06-18,7.25,0,265
U1061755,2025-08-29,4.74,0,156
U1061756,2025-08-05,5.63,1,38
U1061757,2025-06-16,9.63,1,78
U1061758,2025-10-06,10.05,0,222
U1061759,2025-06-19,5.94,2,235
U1061760,2025-09-22,9.88,1,93
U1061761,2025-06-12,7.95,2,219
U1061762,2025-10-02,6.25,0,281
U1061763,2025-07-27,7.09,0,145
U1061764,2025-05-07,6.71,1,77
U1061765,2025-10-27,4.77,3,256
U1061766,2025-09-29,7.38,3,63
U1061767,2025-07-05,3.5,3,287
U1061768,2025-07-27,12.02,2,144
U1061769,2025-06-22,7.01,0,158
U1061770,2025-10-08,10.35,2,252
U1061771,2025-05-22,5.46,1,214
U1061772,2025-05-18,9.53,1,136
U1061773,2025-05-30,5.18,0,115
U1061774,2025-07-06,4.44,1,296
U1061775,2025-09-25,9.98,2,240
U1061776,2025-09-17,8.17,1,155
U1061777,2025-05-17,8.18,0,109
U1061778,2025-07-30,10.73,1,252
U1061779,2025-07-10,6.02,1,254
U1061780,2025-05-18,5.61,2,167
U1061781,2025-09-06,7.27,0,18
U1061782,2025-05-27,8.97,0,128
U1061783,2025-08-17,8.26,2,182
U1061784,2025-08-23,10.24,0,161
U1061785,2025-05-26,8.62,0,221
U1061786,2025-07-07,9.08,0,212
U1061787,2025-07-04,11.85,6,49
U1061788,2025-09-07,5.2,0,24
U1061789,2025-05-07,13.32,0,38
U1061790,2025-05-01,4.15,3,73
U1061791,2025-10-09,6.49,1,106
U1061792,2025-07-17,10.28,1,141
U1061793,2025-09-10,7.33,2,62
U1061794,2025-05-02,2.42,0,132
U1061795,2025-06-29,6.18,1,201
U1061796,2025-06-05,7.72,1,256
U1061797,2025-10-07,8.61,1,180
U1061798,2025-07-01,8.42,2,210
U1061799,2025-05-10,10.91,3,156
U1061800,2025-09-18,8.49,0,132
U1061801,2025-05-11,5.51,0,20
U1061802,2025-05-04,7.36,2,288
U1061803,2025-08-13,7.71,0,43
U1061804,2025-10-06,8.21,1,127
U1061805,2025-05-15,11.81,1,36
U1061806,2025-10-24,9.68,1,291
U1061807,2025-05-19,10.67,1,99
U1061808,2025-05-20,11.61,3,242
U1061809,2025-08-28,7.92,2,239
U1061810,2025-05-31,12.69,4,124
U1061811,2025-07-05,7.92,1,17
U1061812,2025-05-13,5.83,1,114
U1061813,2025-05-14,5.95,0,251
U1061814,2025-06-27,11.27,1,297
U1061815,2025-06-03,4.4,2,260
U1061816,2025-05-24,7.43,2,96
U1061817,2025-10-26,4.55,0,43
U1061818,2025-06-19,9.35,0,89
U1061819,2025-08-18,6.44,1,74
U1061820,2025-09-07,6.18,1,69
U1061821,2025-08-30,9.35,2,38
U1061822,2025-05-30,9.43,0,230
U1061823,2025-06-28,11.84,3,15
U1061824,2025-06-16,9.0,2,256
U1061825,2025-07-13,5.27,0,184
U1061826,2025-10-01,1.37,2,294
U1061827,2025-07-31,9.26,0,103
U1061828,2025-06-05,2.17,2,61
U1061829,2025-07-10,9.98,3,170
U1061830,2025-05-01,10.85,1,276
U1061831,2025-10-20,9.82,2,160
U1061832,2025-08-25,10.89,1,296
U1061833,2025-08-14,8.86,0,101
U1061834,2025-10-02,5.25,2,253
U1061835,2025-05-25,4.16,0,23
U1061836,2025-07-31,10.79,1,225
U1061837,2025-09-28,4.9,1,296
U1061838,2025-05-27,6.9,0,89
U1061839,2025-06-20,10.63,0,244
U1061840,2025-05-13,9.84,2,271
U1061841,2025-09-30,8.1,3,151
U1061842,2025-06-12,5.88,2,194
U1061843,2025-08-12,8.59,3,253
U1061844,2025-08-07,6.36,1,255
U1061845,2025-08-02,7.32,1,113
U1061846,2025-06-16,8.72,1,28
U1061847,2025-08-19,14.01,1,53
U1061848,2025-06-25,5.06,0,42
U1061849,2025-08-31,11.31,1,126
U1061850,2025-05-10,8.72,3,133
U1061851,2025-05-01,7.64,1,12
U1061852,2025-08-10,14.36,4,19
U1061853,2025-06-25,8.31,2,141
U1061854,2025-08-21,3.83,0,42
U1061855,2025-08-09,3.4,2,242
U1061856,2025-08-12,4.8,1,95
U1061857,2025-10-07,5.51,1,298
U1061858,2025-06-27,4.06,1,17
U1061859,2025-05-29,5.54,0,173
U1061860,2025-05-27,14.52,1,256
U1061861,2025-10-14,7.02,1,94
U1061862,2025-07-03,-0.15,1,254
U1061863,2025-08-26,5.43,3,249
U1061864,2025-05-08,4.68,0,235
U1061865,2025-09-08,9.45,0,162
U1061866,2025-06-09,6.48,1,166
U1061867,2025-06-12,6.85,0,149
U1061868,2025-07-24,8.17,2,140
U1061869,2025-08-03,9.63,3,108
U1061870,2025-06-24,1.76,0,161
U1061871,2025-09-13,10.68,4,191
U1061872,2025-05-26,4.69,0,64
U1061873,2025-06-06,10.42,2,108
U1061874,2025-10-08,8.6,2,151
U1061875,2025-10-15,8.69,3,98
U1061876,2025-07-08,8.37,1,43
U1061877,2025-05-22,11.37,3,227
U1061878,2025-08-29,4.18,0,210
U1061879,2025-07-23,7.62,3,34
U1061880,2025-10-13,12.11,1,216
U1061881,2025-08-06,11.91,1,29
U1061882,2025-10-05,8.78,0,177
U1061883,2025-10-18,7.14,0,76
U1061884,2025-08-22,2.58,1,156
U1061885,2025-09-15,6.01,0,155
U1061886,2025-07-09,12.22,0,199
U1061887,2025-08-09,6.62,4,237
U1061888,2025-05-05,3.2,1,122
U1061889,2025-05-05,10.56,2,246
U1061890,2025-07-11,8.2,1,119
U1061891,2025-07-14,9.4,2,60
U1061892,2025-10-19,6.15,2,160
U1061893,2025-05-09,7.56,1,185
U1061894,2025-09-22,6.72,1,286
U1061895,2025-08-23,10.36,0,259
U1061896,2025-07-20,8.4,0,186
U1061897,2025-10-12,9.45,2,174
U1061898,2025-08-21,9.2,1,204
U1061899,2025-10-17,7.13,1,45
U1061900,2025-05-17,6.15,1,129
U1061901,2025-05-12,7.33,2,88
U1061902,2025-10-19,6.97,1,42
U1061903,2025-06-12,10.3,0,273
U1061904,2025-08-09,3.62,0,242
U1061905,2025-06-10,11.58,0,140
U1061906,2025-06-19,10.83,0,151
U1061907,2025-07-08,9.52,1,177
U1061908,2025-07-27,10.19,1,58
U1061909,2025-06-22,10.71,4,267
U1061910,2025-07-10,9.72,1,240
U1061911,2025-07-06,6.91,2,14
U1061912,2025-05-24,11.0,1,33
U1061913,2025-06-25,9.08,0,165
U1061914,2025-06-19,10.82,2,128
U1061915,2025-09-25,4.66,1,232
U1061916,2025-10-25,9.73,1,21
U1061917,2025-09-07,8.66,1,248
U1061918,2025-06-12,8.78,1,292
U1061919,2025-06-18,4.4,2,12
U1061920,2025-10-26,9.33,0,285
U1061921,2025-05-02,11.33,1,130
U1061922,2025-07-18,9.68,1,100
U1061923,2025-07-07,9.87,2,13
U1061924,2025-08-16,9.48,0,121
U1061925,2025-07-05,11.11,1,118
U1061926,2025-05-06,10.09,0,138
U1061927,2025-08-01,12.97,0,228
U1061928,2025-05-06,6.0,0,288
U1061929,2025-08-15,9.44,0,166
U1061930,2025-06-29,11.35,2,153
U1061931,2025-10-01,9.35,1,162
U1061932,2025-05-18,9.22,1,182
U1061933,2025-09-19,5.61,1,178
U1061934,2025-09-28,4.66,1,132
U1061935,2025-09-01,10.15,0,283
U1061936,2025-10-23,10.68,0,266
U1061937,2025-08-21,7.69,1,20
U1061938,2025-06-07,8.65,1,78
U1061939,2025-07-21,7.73,1,12
U1061940,2025-07-14,4.05,0,250
U1061941,2025-07-01,9.36,3,228
U1061942,2025-10-14,3.36,0,164
U1061943,2025-10-11,13.47,0,154
U1061944,2025-06-27,9.06,1,67
U1061945,2025-05-16,11.0,0,177
U1061946,2025-07-15,8.38,2,294
U1061947,2025-06-13,6.92,2,67
U1061948,2025-07-13,4.72,0,208
U1061949,2025-09-02,5.98,0,75
U1061950,2025-10-18,8.17,0,275
U1061951,2025-09-21,11.69,1,160
U1061952,2025-05-09,7.3,0,257
U1061953,2025-06-20,3.4,0,85
U1061954,2025-09-02,3.81,0,78
U1061955,2025-08-27,11.06,2,292
U1061956,2025-07-29,4.72,0,289
U1061957,2025-07-01,6.36,4,16
U1061958,2025-09-15,7.14,1,190
U1061959,2025-07-09,6.94,1,18
U1061960,2025-09-13,4.1,2,207
U1061961,2025-07-08,11.07,3,59
U1061962,2025-07-15,8.06,1,101
U1061963,2025-10-17,3.33,0,171
U1061964,2025-07-16,10.7,5,118
U1061965,2025-10-26,10.22,2,107
U1061966,2025-08-25,17.86,2,240
U1061967,2025-05-10,2.9,4,220
U1061968,2025-06-26,10.16,4,260
U1061969,2025-10-13,9.14,1,43
U1061970,2025-06-13,4.25,1,260
U1061971,2025-10-10,11.66,1,272
U1061972,2025-06-25,7.83,1,16
U1061973,2025-05-19,4.96,2,34
U1061974,2025-09-28,9.81,1,14
U1061975,2025-05-04,9.21,0,119
U1061976,2025-10-07,9.8,2,251
U1061977,2025-08-13,7.84,0,265
U1061978,2025-07-14,5.8,1,99
U1061979,2025-09-20,9.24,1,260
U1061980,2025-07-17,7.73,0,71
U1061981,2025-05-18,7.44,1,216
U1061982,2025-07-27,9.44,0,17
U1061983,2025-05-13,6.19,0,172
U1061984,2025-10-16,9.3,1,238
U1061985,2025-07-03,10.24,2,37
U1061986,2025-07-01,12.31,1,242
U1061987,2025-05-07,7.63,1,143
U1061988,2025-08-29,4.32,1,288
U1061989,2025-10-09,13.51,0,148
U1061990,2025-05-08,11.62,1,243
U1061991,2025-06-11,2.6,0,31
U1061992,2025-06-13,7.6,2,223
U1061993,2025-05-17,10.7,1,195
U1061994,2025-05-11,7.31,2,88
U1061995,2025-05-27,13.49,2,84
U1061996,2025-10-16,3.61,1,91
U1061997,2025-06-17,5.6,0,36
U1061998,2025-06-07,7.08,2,22
U1061999,2025-07-17,10.88,0,28
U1062000,2025-07-27,10.35,1,17
U1062001,2025-08-11,10.91,3,74
U1062002,2025-06-22,10.93,2,82
U1062003,2025-08-06,0.58,1,87
U1062004,2025-07-13,7.86,3,166
U1062005,2025-05-18,5.64,0,94
U1062006,2025-08-23,6.88,2,28
U1062007,2025-10-03,7.31,1,160
U1062008,2025-10-22,10.36,2,84
U1062009,2025-08-13,12.18,2,28
U1062010,2025-10-07,6.11,0,40
U1062011,2025-05-15,2.73,1,170
U1062012,2025-06-20,9.39,1,223
U1062013,2025-07-17,7.47,1,241
U1062014,2025-09-27,7.74,0,193
U1062015,2025-07-26,11.38,0,41
U1062016,2025-07-23,7.86,2,132
U1062017,2025-07-08,3.81,0,193
U1062018,2025-09-05,8.43,2,260
U1062019,2025-08-14,12.27,1,262
U1062020,2025-09-30,5.18,0,214
U1062021,2025-10-12,2.4,1,271
U1062022,2025-09-17,9.39,1,291
U1062023,2025-08-18,10.21,2,188
U1062024,2025-08-25,8.02,1,211
U1062025,2025-07-13,3.05,1,32
U1062026,2025-05-21,9.73,0,32
U1062027,2025-05-25,5.33,1,64
U1062028,2025-06-14,12.62,1,162
U1062029,2025-05-16,8.08,1,222
U1062030,2025-05-15,8.98,0,226
U1062031,2025-05-13,5.42,0,73
U1062032,2025-10-18,7.84,1,287
U1062033,2025-05-23,5.42,2,10
U1062034,2025-09-19,9.54,1,110
U1062035,2025-08-12,1.88,2,207
U1062036,2025-08-07,6.41,1,18
U1062037,2025-06-06,11.56,0,224
U1062038,2025-08-23,7.39,1,221
U1062039,2025-10-12,10.72,3,64
U1062040,2025-10-19,6.47,1,53
U1062041,2025-08-23,5.09,3,105
U1062042,2025-05-01,11.27,1,40
U1062043,2025-07-20,7.37,2,188
U1062044,2025-07-04,9.53,2,137
U1062045,2025-05-17,5.41,0,175
U1062046,2025-08-07,11.12,1,68
U1062047,2025-06-07,5.43,0,59
U1062048,2025-08-02,12.29,4,254
U1062049,2025-07-23,6.82,2,75
U1062050,2025-05-23,10.82,1,21
U1062051,2025-05-13,5.47,2,184
U1062052,2025-10-12,3.85,3,66
U1062053,2025-07-22,3.74,2,87
U1062054,2025-09-18,5.27,1,229
U1062055,2025-10-06,9.56,1,283
U1062056,2025-10-21,12.35,0,67
U1062057,2025-07-26,4.92,1,208
U1062058,2025-07-04,8.28,1,53
U1062059,2025-07-06,6.94,0,21
U1062060,2025-09-29,12.36,1,175
U1062061,2025-07-08,4.25,1,218
U1062062,2025-09-01,11.79,1,294
U1062063,2025-05-10,13.7,2,222
U1062064,2025-10-10,9.5,0,56
U1062065,2025-10-24,5.94,2,19
U1062066,2025-09-03,13.51,2,259
U1062067,2025-06-15,11.24,2,162
U1062068,2025-10-27,8.49,1,71
U1062069,2025-07-13,8.97,0,293
U1062070,2025-10-20,8.2,0,117
U1062071,2025-07-24,5.82,0,156
U1062072,2025-10-21,5.21,1,38
U1062073,2025-10-11,15.0,0,177
U1062074,2025-08-07,4.31,2,288
U1062075,2025-09-03,4.18,0,51
U1062076,2025-06-03,2.06,0,167
U1062077,2025-07-04,9.29,2,207
U1062078,2025-07-29,11.96,2,137
U1062079,2025-07-27,7.03,1,172
U1062080,2025-05-06,10.49,0,160
U1062081,2025-05-16,7.96,1,207
U1062082,2025-09-19,11.23,3,78
U1062083,2025-07-06,6.75,1,242
U1062084,2025-08-25,8.0,0,279
U1062085,2025-08-05,5.31,0,127
U1062086,2025-08-29,12.11,1,123
U1062087,2025-09-01,9.18,2,123
U1062088,2025-07-10,5.15,1,265
U1062089,2025-09-14,13.98,1,224
U1062090,2025-07-18,11.36,0,165
U1062091,2025-07-15,10.75,0,17
U1062092,2025-07-21,13.58,1,135
U1062093,2025-05-05,9.08,1,244
U1062094,2025-06-16,8.27,2,122
U1062095,2025-06-07,5.4,2,84
U1062096,2025-05-28,9.37,0,222
U1062097,2025-07-13,6.84,0,161
U1062098,2025-06-29,9.04,1,56
U1062099,2025-07-20,7.89,1,283
U1062100,2025-09-25,6.27,0,80
U1062101,2025-09-02,9.68,2,19
U1062102,2025-10-20,6.41,1,227
U1062103,2025-06-18,7.19,0,47
U1062104,2025-08-30,10.96,3,249
U1062105,2025-07-26,2.02,0,61
U1062106,2025-05-20,12.41,1,294
U1062107,2025-05-21,5.29,2,227
U1062108,2025-10-19,7.33,0,248
U1062109,2025-07-08,7.91,1,211
U1062110,2025-05-30,13.41,1,70
U1062111,2025-06-29,4.12,3,234
U1062112,2025-09-06,10.95,0,89
U1062113,2025-07-01,7.43,1,76
U1062114,2025-05-19,5.39,1,47
U1062115,2025-06-10,8.53,1,220
U1062116,2025-07-23,-1.6,1,14
U1062117,2025-09-14,6.9,2,124
U1062118,2025-05-17,7.71,1,204
U1062119,2025-09-20,11.62,2,23
U1062120,2025-06-26,9.43,1,222
U1062121,2025-09-22,16.19,0,242
U1062122,2025-05-02,7.26,1,83
U1062123,2025-10-19,9.87,3,178
U1062124,2025-06-26,12.85,0,102
U1062125,2025-07-15,14.01,1,170
U1062126,2025-05-11,5.44,0,22
U1062127,2025-06-18,5.21,0,216
U1062128,2025-05-19,7.68,3,292
U1062129,2025-05-02,9.33,1,144
U1062130,2025-08-19,8.35,2,177
U1062131,2025-08-25,4.82,2,200
U1062132,2025-10-15,9.64,2,68
U1062133,2025-09-09,2.93,2,44
U1062134,2025-09-01,6.42,1,135
U1062135,2025-08-23,9.86,0,90
U1062136,2025-06-26,7.66,2,28
U1062137,2025-08-22,7.07,1,77
U1062138,2025-10-19,6.38,2,177
U1062139,2025-10-09,11.64,0,87
U1062140,2025-07-31,8.87,0,260
U1062141,2025-07-21,12.81,1,222
U1062142,2025-06-30,13.66,1,168
U1062143,2025-07-02,9.5,1,234
U1062144,2025-05-06,6.83,0,170
U1062145,2025-06-19,9.47,3,282
U1062146,2025-08-12,9.95,0,269
U1062147,2025-06-13,7.41,3,273
U1062148,2025-09-08,7.96,3,168
U1062149,2025-05-22,10.49,2,86
U1062150,2025-06-20,1.93,0,188
U1062151,2025-06-20,5.94,2,101
U1062152,2025-10-06,7.8,1,228
U1062153,2025-07-18,7.31,2,55
U1062154,2025-08-03,4.75,1,101
U1062155,2025-07-30,7.96,0,168
U1062156,2025-10-10,6.1,1,119
U1062157,2025-08-31,4.78,1,232
U1062158,2025-06-12,5.4,2,192
U1062159,2025-06-24,8.91,1,45
U1062160,2025-10-06,10.24,2,203
U1062161,2025-07-24,10.05,1,233
U1062162,2025-09-11,5.7,2,230
U1062163,2025-05-23,8.75,1,133
U1062164,2025-10-14,7.28,2,195
U1062165,2025-07-06,5.65,2,53
U1062166,2025-07-31,7.98,0,162
U1062167,2025-09-29,10.76,2,283
U1062168,2025-10-02,7.13,1,271
U1062169,2025-10-26,7.3,2,28
U1062170,2025-05-10,7.69,1,286
U1062171,2025-09-21,8.44,4,29
U1062172,2025-07-20,12.55,1,23
U1062173,2025-05-08,7.52,1,72
U1062174,2025-08-08,6.08,1,33
U1062175,2025-06-18,8.24,1,155
U1062176,2025-10-03,3.83,0,103
U1062177,2025-08-10,9.89,1,195
U1062178,2025-10-12,1.45,0,240
U1062179,2025-06-17,7.36,1,120
U1062180,2025-10-06,8.64,2,278
U1062181,2025-09-26,7.99,0,137
U1062182,2025-09-26,5.09,3,100
U1062183,2025-07-27,8.84,1,103
U1062184,2025-08-08,8.87,0,197
U1062185,2025-09-08,6.26,2,277
U1062186,2025-06-06,8.89,0,68
U1062187,2025-07-11,1.92,3,21
U1062188,2025-08-07,7.67,0,281
U1062189,2025-06-28,5.79,0,266
U1062190,2025-10-18,8.01,1,274
U1062191,2025-09-20,11.35,2,110
U1062192,2025-09-26,4.09,2,124
U1062193,2025-10-04,2.44,1,140
U1062194,2025-08-02,5.82,1,206
U1062195,2025-07-14,8.53,0,85
U1062196,2025-10-16,10.09,1,192
U1062197,2025-09-17,2.38,0,48
U1062198,2025-09-20,7.17,3,103
U1062199,2025-06-25,7.82,3,234
U1062200,2025-08-03,9.14,1,290
U1062201,2025-08-09,5.44,2,256
U1062202,2025-06-06,1.97,0,188
U1062203,2025-08-25,11.26,0,119
U1062204,2025-07-05,9.56,1,166
U1062205,2025-10-13,8.22,2,284
U1062206,2025-07-29,11.87,1,200
U1062207,2025-06-30,9.77,1,172
U1062208,2025-06-17,12.3,2,63
U1062209,2025-06-16,10.77,3,92
U1062210,2025-08-20,8.19,1,104
U1062211,2025-10-01,1.33,2,245
U1062212,2025-10-27,8.6,1,195
U1062213,2025-07-12,6.25,0,109
U1062214,2025-08-26,10.4,1,32
U1062215,2025-08-02,11.29,0,198
U1062216,2025-07-29,8.04,2,267
U1062217,2025-07-15,7.76,2,50
U1062218,2025-10-19,2.12,1,297
U1062219,2025-06-19,4.73,0,230
U1062220,2025-07-05,5.85,0,189
U1062221,2025-07-06,14.71,0,143
U1062222,2025-08-03,5.48,1,288
U1062223,2025-06-25,8.12,2,297
U1062224,2025-08-20,13.77,3,18
U1062225,2025-07-14,4.56,4,70
U1062226,2025-06-19,7.0,1,63
U1062227,2025-08-17,6.66,0,249
U1062228,2025-07-20,8.93,0,265
U1062229,2025-10-16,6.35,1,75
U1062230,2025-05-07,2.95,0,72
U1062231,2025-06-08,10.53,3,12
U1062232,2025-06-17,6.22,0,193
U1062233,2025-09-11,11.4,1,73
U1062234,2025-08-02,9.57,1,37
U1062235,2025-07-20,12.5,3,45
U1062236,2025-07-17,12.53,2,108
U1062237,2025-08-10,10.11,0,117
U1062238,2025-10-01,10.41,1,201
U1062239,2025-10-11,5.7,1,103
U1062240,2025-10-11,7.99,1,180
U1062241,2025-09-25,5.13,0,246
U1062242,2025-05-03,8.48,2,151
U1062243,2025-09-03,12.84,3,132
U1062244,2025-09-05,13.22,0,233
U1062245,2025-06-03,10.37,1,253
U1062246,2025-06-18,10.46,0,215
U1062247,2025-06-17,11.83,2,285
U1062248,2025-05-18,9.37,1,107
U1062249,2025-07-22,8.32,0,149
U1062250,2025-08-07,5.71,1,27
U1062251,2025-09-07,10.07,2,107
U1062252,2025-08-22,10.43,0,173
U1062253,2025-10-24,7.93,0,39
U1062254,2025-08-10,9.15,1,113
U1062255,2025-08-05,6.37,1,168
U1062256,2025-08-03,11.1,1,117
U1062257,2025-09-02,7.46,2,54
U1062258,2025-08-15,8.88,3,189
U1062259,2025-07-13,10.21,0,16
U1062260,2025-10-09,9.68,0,206
U1062261,2025-08-13,3.84,0,114
U1062262,2025-05-15,7.49,0,235
U1062263,2025-08-20,5.14,1,143
U1062264,2025-10-25,6.73,0,251
U1062265,2025-08-27,7.32,1,163
U1062266,2025-08-08,6.35,2,249
U1062267,2025-07-03,6.56,0,87
U1062268,2025-07-05,10.28,0,115
U1062269,2025-05-28,10.53,3,213
U1062270,2025-07-19,6.23,3,172
U1062271,2025-07-04,2.74,2,203
U1062272,2025-06-13,5.61,1,290
U1062273,2025-08-07,10.28,2,227
U1062274,2025-05-02,3.95,0,242
U1062275,2025-06-26,12.14,0,215
U1062276,2025-08-09,8.8,1,187
U1062277,2025-10-03,7.22,0,127
U1062278,2025-09-28,12.04,2,161
U1062279,2025-10-06,11.92,0,156
U1062280,2025-10-22,8.27,1,126
U1062281,2025-07-06,8.24,3,282
U1062282,2025-06-24,8.24,1,17
U1062283,2025-07-21,5.73,2,127
U1062284,2025-09-16,7.3,2,290
U1062285,2025-07-01,12.07,2,32
U1062286,2025-06-05,10.61,0,161
U1062287,2025-07-09,7.53,2,247
U1062288,2025-07-02,6.86,1,24
U1062289,2025-05-30,11.56,2,139
U1062290,2025-08-19,6.03,0,67
U1062291,2025-05-17,9.34,2,184
U1062292,2025-06-26,4.49,0,97
U1062293,2025-08-21,9.4,2,90
U1062294,2025-08-20,8.3,0,149
U1062295,2025-09-01,2.37,1,103
U1062296,2025-08-16,15.06,0,259
U1062297,2025-08-13,5.31,1,204
U1062298,2025-05-10,7.39,0,57
U1062299,2025-08-05,7.78,1,170
U1062300,2025-07-08,13.74,1,165
U1062301,2025-06-02,4.79,2,250
U1062302,2025-06-29,9.25,1,50
U1062303,2025-07-09,7.0,1,59
U1062304,2025-09-08,6.85,1,40
U1062305,2025-07-18,8.69,5,289
U1062306,2025-07-25,8.13,2,112
U1062307,2025-06-02,8.9,1,45
U1062308,2025-05-01,10.16,1,120
U1062309,2025-10-07,11.72,4,127
U1062310,2025-09-27,4.35,2,211
U1062311,2025-10-11,15.21,1,158
U1062312,2025-09-19,8.17,2,105
U1062313,2025-08-04,2.94,2,32
U1062314,2025-05-14,8.17,1,178
U1062315,2025-09-25,7.78,4,230
U1062316,2025-07-16,16.0,1,221
U1062317,2025-05-19,6.26,1,28
U1062318,2025-05-20,5.54,2,76
U1062319,2025-06-27,4.41,0,277
U1062320,2025-05-21,3.65,4,129
U1062321,2025-06-30,6.08,1,204
U1062322,2025-08-24,6.81,1,273
U1062323,2025-05-07,5.04,1,21
U1062324,2025-05-16,4.71,1,65
U1062325,2025-07-15,8.66,0,28
U1062326,2025-10-08,7.21,0,109
U1062327,2025-07-21,5.78,1,154
U1062328,2025-06-14,9.5,2,171
U1062329,2025-10-13,5.27,2,162
U1062330,2025-09-03,0.6,3,202
U1062331,2025-06-05,6.09,0,137
U1062332,2025-09-05,9.82,2,169
U1062333,2025-09-19,5.44,0,263
U1062334,2025-05-31,7.95,0,204
U1062335,2025-07-31,8.61,1,125
U1062336,2025-08-16,8.04,2,235
U1062337,2025-08-04,6.51,3,299
U1062338,2025-06-25,11.69,1,160
U1062339,2025-06-20,12.16,0,144
U1062340,2025-09-05,2.68,2,119
U1062341,2025-08-09,16.92,2,243
U1062342,2025-09-05,5.74,1,34
U1062343,2025-09-05,2.09,3,67
U1062344,2025-08-11,11.33,0,60
U1062345,2025-08-19,2.96,1,201
U1062346,2025-05-19,4.68,1,96
U1062347,2025-07-09,13.18,1,232
U1062348,2025-08-06,8.0,1,183
U1062349,2025-10-23,4.0,0,179
U1062350,2025-07-15,10.26,1,96
U1062351,2025-05-05,7.04,1,174
U1062352,2025-06-10,15.01,0,53
U1062353,2025-09-29,15.09,0,75
U1062354,2025-07-27,3.67,0,72
U1062355,2025-06-22,10.01,0,79
U1062356,2025-08-15,10.03,1,75
U1062357,2025-09-04,7.28,3,165
U1062358,2025-09-28,8.88,1,150
U1062359,2025-06-13,6.41,0,58
U1062360,2025-09-15,7.86,0,288
U1062361,2025-07-08,11.87,1,147
U1062362,2025-05-17,8.99,2,188
U1062363,2025-10-21,0.95,3,146
U1062364,2025-07-17,6.36,2,219
U1062365,2025-08-30,9.41,2,46
U1062366,2025-05-03,6.09,0,230
U1062367,2025-09-22,9.58,2,138
U1062368,2025-08-10,8.96,0,254
U1062369,2025-06-15,6.34,1,296
U1062370,2025-10-13,12.35,0,71
U1062371,2025-09-15,0.66,1,138
U1062372,2025-07-11,10.79,0,84
U1062373,2025-10-05,9.73,1,33
U1062374,2025-08-21,7.2,2,116
U1062375,2025-08-18,6.81,1,40
U1062376,2025-09-12,12.2,2,73
U1062377,2025-09-22,6.11,1,172
U1062378,2025-06-12,10.62,1,158
U1062379,2025-09-12,7.53,0,255
U1062380,2025-10-18,7.9,1,78
U1062381,2025-08-29,3.94,1,91
U1062382,2025-06-26,2.67,0,18
U1062383,2025-06-01,11.6,0,163
U1062384,2025-05-10,10.95,1,149
U1062385,2025-10-09,7.54,0,280
U1062386,2025-10-12,4.82,2,91
U1062387,2025-07-05,10.59,1,227
U1062388,2025-06-06,4.0,0,175
U1062389,2025-07-14,9.39,3,209
U1062390,2025-10-02,5.08,1,244
U1062391,2025-06-18,4.66,2,227
U1062392,2025-05-06,2.91,2,81
U1062393,2025-06-01,12.07,0,149
U1062394,2025-06-26,7.77,3,271
U1062395,2025-09-06,6.37,2,69
U1062396,2025-09-30,3.78,1,43
U1062397,2025-08-01,7.1,0,283
U1062398,2025-10-16,8.81,3,234
U1062399,2025-05-05,8.64,0,105
U1062400,2025-06-25,6.17,2,67
U1062401,2025-07-07,1.59,2,48
U1062402,2025-06-06,9.04,3,232
U1062403,2025-05-02,11.47,0,76
U1062404,2025-06-25,8.4,2,117
U1062405,2025-05-11,8.64,1,98
U1062406,2025-08-29,7.99,1,152
U1062407,2025-05-22,7.79,2,189
U1062408,2025-07-28,9.18,1,72
