user_id,campaign_type,engaged,conversion
U1047572,Discount,No,No
U1066030,Discount,Yes,No
U1003834,Discount,Yes,Yes
U1002267,Discount,Yes,Yes
U1060966,Referral,No,No
U1088238,Cashback,No,Yes
U1003634,Discount,No,Yes
U1073146,Discount,No,Yes
U1030950,Personalized Offer,Yes,No
U1095525,Personalized Offer,No,No
U1034698,Referral,No,No
U1013715,Personalized Offer,Yes,No
U1093656,Cashback,Yes,No
U1038612,Discount,Yes,Yes
U1013602,Referral,Yes,Yes
U1099603,Cashback,No,Yes
U1060844,Discount,Yes,No
U1043017,Discount,Yes,No
U1098898,Referral,No,No
U1068150,Cashback,Yes,No
U1069776,Referral,No,Yes
U1090487,Discount,No,No
U1020441,Discount,Yes,Yes
U1005745,Discount,Yes,No
U1047372,Referral,No,No
U1054019,Discount,Yes,No
U1006720,Referral,Yes,Yes
U1013715,Referral,Yes,No
U1074402,Referral,No,Yes
U1072788,Cashback,Yes,No
U1075442,Personalized Offer,No,No
U1096558,Discount,Yes,Yes
U1044172,Cashback,Yes,No
U1052005,Cashback,Yes,No
U1053985,Referral,Yes,No
U1075384,Referral,No,Yes
U1051989,Discount,Yes,Yes
U1055070,Discount,Yes,No
U1096647,Cashback,Yes,No
U1043857,Referral,No,No
U1066697,Personalized Offer,Yes,No
U1022924,Personalized Offer,Yes,No
U1072577,Referral,Yes,No
U1006783,Referral,No,Yes
U1019065,Referral,Yes,No
U1058487,Personalized Offer,No,Yes
U1092020,Referral,No,Yes
U1068724,Personalized Offer,Yes,No
U1097516,Cashback,No,Yes
U1011978,Referral,No,Yes
U1050855,Personalized Offer,Yes,No
U1075967,Personalized Offer,No,Yes
U1021971,Referral,Yes,No
U1057787,Referral,Yes,Yes
U1048478,Personalized Offer,Yes,Yes
U1076511,Personalized Offer,Yes,Yes
U1039054,Referral,No,No
U1008766,Referral,Yes,No
U1056484,Discount,Yes,No
U1069141,Personalized Offer,Yes,Yes
U1028032,Personalized Offer,Yes,Yes
U1053429,Personalized Offer,No,No
U1066115,Referral,Yes,Yes
U1084141,Referral,Yes,No
U1032260,Discount,Yes,No
U1073378,Personalized Offer,No,No
U1001752,Cashback,No,Yes
U1024721,Cashback,No,Yes
U1076719,Personalized Offer,Yes,Yes
U1036344,Personalized Offer,No,Yes
U1024868,Discount,Yes,Yes
U1099968,Personalized Offer,Yes,Yes
U1025970,Referral,No,Yes
U1058845,Referral,No,Yes
U1011932,Discount,Yes,Yes
U1092527,Cashback,Yes,Yes
U1034866,Cashback,Yes,Yes
U1043000,Discount,No,Yes
U1041296,Personalized Offer,Yes,No
U1053274,Referral,Yes,Yes
U1013157,Discount,No,No
U1008056,Discount,Yes,Yes
U1027344,Cashback,Yes,No
U1086371,Discount,No,No
U1097021,Personalized Offer,Yes,No
U1067736,Cashback,No,Yes
U1049340,Personalized Offer,No,No
U1005684,Personalized Offer,No,Yes
U1073415,Referral,No,No
U1016113,Personalized Offer,Yes,No
U1084749,Personalized Offer,Yes,No
U1088666,Discount,Yes,Yes
U1010180,Discount,Yes,Yes
U1017398,Personalized Offer,No,Yes
U1060207,Discount,Yes,No
U1000110,Discount,Yes,No
U1045661,Discount,No,No
U1001110,Personalized Offer,No,No
U1090317,Referral,Yes,No
U1047458,Personalized Offer,No,No
U1067725,Cashback,Yes,No
U1072309,Cashback,Yes,No
U1032485,Discount,Yes,Yes
U1011315,Personalized Offer,Yes,No
U1087284,Cashback,Yes,Yes
U1026986,Referral,Yes,No
U1001756,Referral,Yes,No
U1042785,Referral,No,Yes
U1015251,Cashback,No,Yes
U1020512,Personalized Offer,No,Yes
U1063326,Discount,No,No
U1082710,Referral,No,Yes
U1058347,Cashback,No,No
U1073829,Cashback,Yes,Yes
U1089997,Referral,Yes,Yes
U1071806,Discount,No,No
U1007843,Referral,Yes,Yes
U1055874,Referral,No,Yes
U1034313,Personalized Offer,Yes,No
U1034110,Discount,No,No
U1052060,Cashback,No,No
U1021005,Cashback,No,Yes
U1080035,Cashback,Yes,Yes
U1072084,Cashback,Yes,No
U1018981,Cashback,Yes,No
U1023202,Referral,Yes,No
U1032954,Discount,Yes,No
U1082182,Personalized Offer,Yes,Yes
U1062414,Cashback,Yes,Yes
U1063792,Referral,Yes,No
U1021560,Discount,Yes,No
U1091313,Personalized Offer,Yes,Yes
U1028517,Referral,No,Yes
U1080661,Discount,Yes,No
U1010737,Discount,No,No
U1040537,Personalized Offer,Yes,Yes
U1032984,Discount,Yes,Yes
U1028508,Personalized Offer,No,No
U1094178,Personalized Offer,No,Yes
U1013354,Personalized Offer,No,No
U1088857,Discount,Yes,No
U1032714,Referral,Yes,Yes
U1029467,Cashback,Yes,Yes
U1032828,Personalized Offer,Yes,No
U1099730,Discount,No,Yes
U1097179,Personalized Offer,Yes,Yes
U1093639,Discount,No,No
U1011526,Referral,No,No
U1045394,Cashback,No,No
U1096291,Discount,No,No
U1069112,Personalized Offer,Yes,No
U1075735,Referral,No,Yes
U1060769,Personalized Offer,No,No
U1031190,Discount,No,No
U1097125,Discount,No,No
U1042391,Personalized Offer,Yes,Yes
U1044098,Personalized Offer,No,Yes
U1072982,Personalized Offer,Yes,No
U1070400,Personalized Offer,Yes,Yes
U1020558,Discount,No,No
U1048319,Personalized Offer,Yes,No
U1014561,Personalized Offer,Yes,Yes
U1088636,Personalized Offer,No,No
U1060082,Personalized Offer,Yes,No
U1054057,Personalized Offer,No,Yes
U1024471,Personalized Offer,Yes,No
U1016204,Referral,Yes,No
U1042173,Cashback,No,Yes
U1013585,Discount,No,No
U1044272,Personalized Offer,No,No
U1022883,Cashback,No,Yes
U1049791,Referral,Yes,No
U1017449,Discount,No,No
U1070147,Personalized Offer,Yes,Yes
U1080773,Cashback,Yes,Yes
U1096310,Personalized Offer,No,No
U1068885,Cashback,No,No
U1042734,Referral,Yes,No
U1062208,Referral,No,No
U1058837,Discount,Yes,Yes
U1048128,Cashback,Yes,No
U1000355,Referral,Yes,No
U1018868,Referral,Yes,No
U1056980,Referral,Yes,No
U1063248,Discount,No,No
U1011686,Cashback,Yes,Yes
U1077520,Referral,No,Yes
U1023107,Referral,Yes,No
U1062599,Cashback,No,No
U1042506,Referral,No,No
U1004939,Personalized Offer,No,No
U1087609,Cashback,Yes,No
U1040590,Cashback,No,No
U1028331,Referral,Yes,No
U1097251,Referral,Yes,Yes
U1042500,Referral,No,No
U1058798,Personalized Offer,Yes,Yes
U1015379,Cashback,No,No
U1079795,Personalized Offer,No,No
U1032733,Personalized Offer,Yes,Yes
U1055567,Personalized Offer,Yes,Yes
U1013647,Referral,Yes,No
U1096110,Referral,No,Yes
U1026801,Discount,Yes,Yes
U1022564,Discount,Yes,No
U1027642,Cashback,Yes,No
U1001682,Cashback,Yes,No
U1039736,Cashback,Yes,No
U1046199,Cashback,Yes,Yes
U1081222,Cashback,No,Yes
U1070782,Discount,No,No
U1004615,Discount,Yes,Yes
U1057280,Cashback,No,Yes
U1012970,Discount,No,No
U1045861,Cashback,Yes,Yes
U1092226,Cashback,Yes,Yes
U1078489,Cashback,Yes,No
U1024120,Discount,Yes,No
U1030499,Referral,Yes,No
U1007745,Referral,Yes,No
U1099631,Personalized Offer,No,No
U1072298,Discount,Yes,No
U1034882,Referral,No,Yes
U1037233,Referral,No,No
U1036633,Cashback,Yes,Yes
U1038825,Referral,No,No
U1053849,Referral,Yes,Yes
U1006018,Cashback,No,Yes
U1033534,Cashback,No,Yes
U1008066,Personalized Offer,No,Yes
U1034020,Personalized Offer,No,No
U1065057,Cashback,No,No
U1080319,Personalized Offer,No,No
U1053184,Referral,No,No
U1038221,Discount,Yes,No
U1077859,Discount,Yes,Yes
U1069125,Discount,Yes,No
U1022210,Referral,Yes,Yes
U1078352,Cashback,No,No
U1010812,Cashback,Yes,No
U1093785,Personalized Offer,Yes,No
U1023502,Cashback,No,No
U1094567,Cashback,No,No
U1004616,Referral,No,No
U1010081,Cashback,Yes,No
U1054882,Personalized Offer,Yes,No
U1088856,Cashback,No,Yes
U1055635,Referral,Yes,Yes
U1070208,Cashback,Yes,Yes
U1007734,Cashback,Yes,Yes
U1067674,Cashback,Yes,No
U1031104,Cashback,Yes,No
U1057286,Cashback,Yes,Yes
U1085281,Discount,Yes,No
U1079455,Discount,Yes,No
U1051250,Discount,Yes,Yes
U1088532,Cashback,Yes,No
U1026635,Personalized Offer,No,No
U1086458,Discount,Yes,No
U1052300,Referral,No,Yes
U1048836,Discount,Yes,No
U1090883,Discount,No,No
U1045793,Referral,Yes,Yes
U1007798,Discount,No,No
U1077288,Personalized Offer,Yes,No
U1096058,Referral,No,No
U1046120,Personalized Offer,No,No
U1050396,Cashback,No,Yes
U1092270,Cashback,No,No
U1003133,Cashback,Yes,No
U1026030,Discount,No,No
U1062070,Referral,No,Yes
U1040760,Cashback,No,Yes
U1075466,Cashback,No,Yes
U1066119,Cashback,Yes,Yes
U1022468,Discount,Yes,Yes
U1023058,Discount,Yes,Yes
U1002474,Cashback,Yes,Yes
U1085808,Referral,Yes,No
U1023162,Personalized Offer,Yes,Yes
U1059134,Referral,Yes,Yes
U1029073,Cashback,Yes,No
U1035351,Cashback,No,No
U1067035,Personalized Offer,Yes,No
U1091288,Referral,Yes,No
U1027972,Referral,No,No
U1069196,Cashback,Yes,No
U1056795,Discount,No,No
U1048192,Referral,Yes,No
U1003404,Discount,Yes,No
U1014274,Referral,Yes,No
U1088244,Cashback,Yes,No
U1046012,Cashback,Yes,Yes
U1053561,Personalized Offer,No,Yes
U1066106,Personalized Offer,Yes,Yes
U1086744,Cashback,No,No
U1070353,Discount,No,No
U1090243,Personalized Offer,No,Yes
U1061981,Personalized Offer,No,Yes
U1040055,Cashback,Yes,No
U1060362,Referral,Yes,No
U1051484,Cashback,Yes,Yes
U1067450,Personalized Offer,Yes,Yes
U1046043,Discount,No,No
U1021743,Discount,Yes,Yes
U1067940,Personalized Offer,Yes,No
U1075946,Referral,Yes,Yes
U1082833,Discount,No,Yes
U1090312,Cashback,Yes,No
U1015919,Discount,Yes,No
U1095864,Personalized Offer,Yes,No
U1070137,Personalized Offer,No,No
U1003691,Cashback,Yes,Yes
U1086156,Discount,No,No
U1009305,Personalized Offer,Yes,No
U1064564,Personalized Offer,Yes,Yes
U1007541,Discount,No,Yes
U1073559,Referral,No,No
U1061413,Discount,No,No
U1025640,Personalized Offer,Yes,Yes
U1080866,Personalized Offer,Yes,No
U1008091,Personalized Offer,No,No
U1079086,Referral,Yes,No
U1018192,Discount,No,No
U1070592,Discount,Yes,Yes
U1022309,Personalized Offer,Yes,No
U1094491,Discount,Yes,No
U1023432,Cashback,Yes,No
U1054299,Discount,Yes,Yes
U1002487,Personalized Offer,Yes,No
U1059834,Personalized Offer,Yes,Yes
U1026629,Discount,No,Yes
U1069178,Personalized Offer,Yes,No
U1076324,Cashback,Yes,No
U1051916,Personalized Offer,No,Yes
U1009372,Discount,Yes,No
U1039477,Cashback,No,No
U1008028,Discount,Yes,No
U1006016,Discount,No,No
U1018023,Referral,Yes,No
U1022139,Referral,Yes,No
U1051579,Referral,Yes,No
U1095451,Cashback,Yes,No
U1017657,Discount,Yes,Yes
U1067882,Discount,No,Yes
U1023125,Cashback,Yes,Yes
U1088439,Cashback,No,No
U1046158,Discount,No,Yes
U1075138,Cashback,Yes,No
U1097558,Referral,No,No
U1072207,Cashback,No,Yes
U1078516,Cashback,No,No
U1084812,Cashback,Yes,Yes
U1059397,Referral,No,No
U1007782,Cashback,Yes,Yes
U1033794,Cashback,Yes,No
U1006017,Cashback,No,No
U1075364,Cashback,No,No
U1033681,Cashback,No,No
U1028184,Cashback,Yes,Yes
U1063865,Discount,Yes,No
U1076538,Personalized Offer,Yes,Yes
U1089138,Referral,No,Yes
U1064367,Cashback,Yes,No
U1097268,Discount,No,No
U1058472,Personalized Offer,Yes,Yes
U1090677,Cashback,Yes,Yes
U1022827,Cashback,Yes,Yes
U1012303,Referral,Yes,No
U1009175,Cashback,Yes,No
U1088952,Discount,No,Yes
U1093302,Discount,No,No
U1071325,Personalized Offer,Yes,Yes
U1018419,Personalized Offer,No,No
U1053055,Personalized Offer,No,Yes
U1086866,Referral,No,No
U1050573,Personalized Offer,No,No
U1041072,Discount,No,No
U1002657,Cashback,No,No
U1031752,Cashback,No,No
U1048820,Discount,No,No
U1082580,Referral,No,No
U1059757,Cashback,No,No
U1020921,Discount,No,Yes
U1089546,Personalized Offer,Yes,Yes
U1050327,Cashback,No,No
U1034271,Cashback,No,No
U1072208,Personalized Offer,No,No
U1057202,Personalized Offer,Yes,No
U1061203,Cashback,Yes,Yes
U1032260,Cashback,Yes,No
U1073881,Discount,Yes,No
U1082097,Cashback,Yes,Yes
U1094384,Cashback,No,No
U1094711,Referral,Yes,Yes
U1029778,Cashback,Yes,Yes
U1053098,Personalized Offer,Yes,No
U1018629,Personalized Offer,No,No
U1073518,Personalized Offer,No,No
U1035236,Cashback,Yes,Yes
U1068946,Referral,Yes,No
U1078505,Discount,Yes,Yes
U1044364,Referral,Yes,No
U1002488,Cashback,Yes,No
U1035685,Personalized Offer,Yes,Yes
U1000978,Discount,Yes,Yes
U1050327,Referral,Yes,Yes
U1093219,Personalized Offer,No,Yes
U1035717,Referral,No,Yes
U1033270,Referral,No,No
U1078210,Discount,No,No
U1041208,Discount,Yes,No
U1077312,Personalized Offer,No,No
U1048079,Referral,No,No
U1059743,Personalized Offer,Yes,Yes
U1008801,Discount,No,No
U1030980,Cashback,Yes,No
U1031805,Referral,No,No
U1012058,Referral,No,Yes
U1015305,Cashback,Yes,No
U1018902,Cashback,Yes,Yes
U1037627,Discount,No,No
U1011985,Personalized Offer,Yes,No
U1062974,Referral,Yes,No
U1039928,Personalized Offer,Yes,Yes
U1098624,Personalized Offer,Yes,No
U1060070,Referral,No,No
U1005667,Referral,No,No
U1099626,Personalized Offer,No,No
U1077795,Referral,Yes,Yes
U1007932,Cashback,Yes,Yes
U1022166,Referral,Yes,Yes
U1040256,Cashback,Yes,No
U1082935,Discount,No,Yes
U1091623,Personalized Offer,Yes,Yes
U1008455,Discount,No,No
U1005837,Personalized Offer,Yes,Yes
U1060818,Referral,Yes,Yes
U1052508,Discount,No,No
U1016609,Referral,Yes,No
U1032046,Referral,Yes,No
U1031810,Cashback,No,No
U1091018,Personalized Offer,No,No
U1071818,Cashback,Yes,No
U1046193,Cashback,No,Yes
U1038964,Referral,Yes,Yes
U1098235,Cashback,Yes,No
U1002994,Discount,No,Yes
U1094045,Referral,Yes,No
U1040042,Cashback,Yes,Yes
U1002932,Discount,Yes,No
U1034483,Discount,Yes,Yes
U1070416,Discount,Yes,No
U1003986,Cashback,Yes,Yes
U1055623,Personalized Offer,Yes,Yes
U1004046,Cashback,Yes,No
U1001161,Discount,Yes,No
U1054523,Cashback,Yes,No
U1092423,Discount,Yes,No
U1061706,Personalized Offer,No,No
U1040881,Cashback,Yes,No
U1052855,Personalized Offer,No,Yes
U1052227,Referral,Yes,No
U1014382,Personalized Offer,No,No
U1042865,Discount,No,No
U1092412,Cashback,No,Yes
U1033399,Discount,No,Yes
U1040816,Personalized Offer,Yes,No
U1057882,Discount,No,Yes
U1052001,Referral,Yes,No
U1062202,Personalized Offer,Yes,Yes
U1036246,Discount,Yes,Yes
U1091843,Referral,Yes,No
U1013677,Cashback,No,No
U1088666,Personalized Offer,No,No
U1090819,Personalized Offer,Yes,No
U1008176,Personalized Offer,No,Yes
U1003998,Cashback,Yes,No
U1027219,Cashback,Yes,No
U1011578,Discount,Yes,Yes
U1062676,Cashback,No,No
U1082198,Referral,Yes,No
U1088999,Cashback,No,Yes
U1025522,Discount,Yes,No
U1071253,Referral,No,No
U1014305,Personalized Offer,Yes,Yes
U1041400,Discount,No,No
U1052194,Personalized Offer,No,Yes
U1023443,Cashback,No,No
U1079487,Discount,Yes,No
U1021113,Referral,Yes,No
U1049298,Referral,No,No
U1053151,Cashback,No,No
U1050080,Discount,Yes,Yes
U1067318,Discount,Yes,No
U1083546,Cashback,Yes,Yes
U1053514,Discount,Yes,Yes
U1077710,Cashback,No,No
U1082001,Referral,Yes,No
U1052269,Personalized Offer,Yes,Yes
U1022751,Cashback,Yes,No
U1099837,Discount,No,No
U1067045,Referral,No,No
U1002475,Personalized Offer,No,No
U1028047,Cashback,No,Yes
U1026429,Discount,No,Yes
U1016696,Referral,Yes,No
U1044333,Personalized Offer,Yes,Yes
U1036867,Personalized Offer,Yes,Yes
U1041798,Referral,No,No
U1052009,Cashback,Yes,No
U1057001,Referral,Yes,No
U1038452,Discount,No,No
U1088329,Discount,No,No
U1008520,Referral,Yes,No
U1036166,Cashback,No,Yes
U1043524,Referral,Yes,Yes
U1076834,Referral,No,No
U1091776,Cashback,Yes,No
U1090254,Discount,Yes,No
U1008933,Referral,Yes,Yes
U1046966,Discount,No,Yes
U1053076,Discount,Yes,Yes
U1052644,Personalized Offer,Yes,Yes
U1013481,Personalized Offer,No,No
U1046247,Discount,No,Yes
U1006493,Referral,Yes,No
U1024544,Referral,No,Yes
U1047855,Discount,Yes,No
U1097971,Discount,Yes,No
U1038801,Personalized Offer,Yes,No
U1073834,Personalized Offer,Yes,No
U1039511,Discount,Yes,No
U1087218,Referral,Yes,Yes
U1068940,Discount,Yes,Yes
U1081177,Personalized Offer,No,No
U1020999,Personalized Offer,No,No
U1048532,Personalized Offer,Yes,Yes
U1004091,Personalized Offer,Yes,Yes
U1063725,Cashback,Yes,No
U1057980,Cashback,Yes,No
U1086204,Referral,No,No
U1001876,Personalized Offer,Yes,Yes
U1055843,Personalized Offer,Yes,No
U1006557,Referral,No,No
U1099852,Discount,No,No
U1068723,Cashback,Yes,Yes
U1000972,Referral,No,No
U1065431,Personalized Offer,Yes,No
U1065167,Cashback,Yes,No
U1061564,Personalized Offer,Yes,Yes
U1031109,Discount,No,Yes
U1032311,Cashback,Yes,No
U1007782,Referral,Yes,Yes
U1099624,Cashback,No,No
U1021600,Referral,Yes,Yes
U1018275,Referral,Yes,No
U1031225,Cashback,Yes,No
U1065041,Discount,Yes,No
U1034297,Cashback,Yes,No
U1066380,Referral,Yes,No
U1093061,Personalized Offer,No,No
U1046374,Referral,No,No
U1022809,Referral,Yes,Yes
U1024166,Cashback,Yes,No
U1051425,Personalized Offer,Yes,No
U1078686,Cashback,No,No
U1095521,Personalized Offer,Yes,No
U1000712,Discount,Yes,No
U1006754,Discount,Yes,No
U1015464,Referral,Yes,No
U1006247,Personalized Offer,Yes,Yes
U1033675,Referral,Yes,Yes
U1077382,Cashback,Yes,Yes
U1039413,Personalized Offer,Yes,Yes
U1089315,Personalized Offer,No,No
U1060827,Referral,Yes,Yes
U1049682,Referral,No,No
U1097394,Referral,Yes,Yes
U1039310,Discount,No,Yes
U1090858,Personalized Offer,Yes,No
U1071065,Cashback,Yes,No
U1090883,Cashback,No,Yes
U1029935,Discount,No,No
U1051702,Cashback,No,Yes
U1027178,Discount,Yes,Yes
U1046446,Cashback,No,Yes
U1020748,Discount,No,No
U1041916,Cashback,Yes,No
U1082855,Discount,Yes,Yes
U1047002,Discount,No,No
U1013460,Discount,No,No
U1091390,Cashback,No,No
U1059778,Referral,Yes,No
U1081782,Personalized Offer,Yes,No
U1037210,Personalized Offer,Yes,Yes
U1020787,Cashback,Yes,No
U1081659,Discount,Yes,No
U1018273,Personalized Offer,Yes,Yes
U1095578,Personalized Offer,No,Yes
U1087439,Discount,Yes,No
U1084718,Personalized Offer,Yes,No
U1076030,Cashback,Yes,Yes
U1010005,Cashback,Yes,No
U1039270,Referral,Yes,Yes
U1060981,Personalized Offer,Yes,No
U1035118,Personalized Offer,Yes,Yes
U1022983,Cashback,Yes,Yes
U1063189,Discount,Yes,Yes
U1033931,Referral,No,Yes
U1057199,Discount,Yes,No
U1093431,Discount,Yes,Yes
U1072131,Personalized Offer,Yes,Yes
U1073752,Discount,No,No
U1061003,Referral,Yes,No
U1040270,Personalized Offer,Yes,Yes
U1081541,Referral,No,No
U1099966,Referral,Yes,No
U1065666,Personalized Offer,No,No
U1013087,Cashback,No,No
U1062316,Referral,No,No
U1047591,Referral,Yes,Yes
U1077765,Personalized Offer,No,No
U1042320,Discount,No,No
U1069724,Discount,No,Yes
U1095437,Referral,No,Yes
U1061803,Personalized Offer,No,No
U1037910,Referral,Yes,Yes
U1022942,Cashback,No,No
U1069146,Cashback,Yes,Yes
U1038665,Personalized Offer,Yes,No
U1061843,Personalized Offer,Yes,Yes
U1091357,Cashback,No,No
U1014427,Cashback,Yes,Yes
U1021479,Personalized Offer,Yes,No
U1063075,Cashback,Yes,Yes
U1096693,Discount,Yes,No
U1072619,Referral,Yes,No
U1033270,Discount,Yes,Yes
U1062463,Personalized Offer,Yes,Yes
U1029709,Referral,Yes,Yes
U1092860,Cashback,Yes,No
U1024309,Discount,Yes,No
U1090248,Referral,No,No
U1013111,Discount,Yes,No
U1093246,Personalized Offer,No,Yes
U1069412,Cashback,No,No
U1074235,Personalized Offer,Yes,No
U1075045,Referral,Yes,Yes
U1071009,Cashback,No,Yes
U1089096,Discount,No,No
U1045147,Personalized Offer,Yes,Yes
U1093839,Referral,Yes,No
U1059317,Discount,Yes,No
U1083867,Discount,Yes,Yes
U1091359,Discount,Yes,Yes
U1009718,Discount,Yes,No
U1056605,Referral,Yes,No
U1091187,Discount,Yes,Yes
U1018369,Discount,Yes,No
U1055690,Referral,Yes,No
U1053720,Referral,No,Yes
U1032972,Referral,Yes,No
U1035385,Discount,No,Yes
U1053936,Cashback,Yes,No
U1038045,Personalized Offer,No,No
U1041786,Referral,Yes,No
U1097618,Referral,No,Yes
U1037276,Discount,Yes,Yes
U1028854,Referral,Yes,Yes
U1079856,Discount,No,No
U1028371,Discount,Yes,Yes
U1089932,Referral,Yes,No
U1023970,Referral,Yes,Yes
U1039677,Personalized Offer,No,No
U1049348,Personalized Offer,No,No
U1095843,Personalized Offer,Yes,No
U1035820,Cashback,No,Yes
U1028780,Referral,Yes,Yes
U1044746,Personalized Offer,No,Yes
U1045049,Personalized Offer,No,Yes
U1027860,Personalized Offer,Yes,No
U1063359,Discount,Yes,Yes
U1099909,Personalized Offer,No,No
U1092168,Personalized Offer,Yes,No
U1008840,Discount,No,No
U1078875,Referral,No,Yes
U1026719,Cashback,Yes,Yes
U1084287,Referral,No,No
U1026715,Personalized Offer,No,No
U1086435,Referral,Yes,No
U1073958,Personalized Offer,No,No
U1017393,Discount,Yes,Yes
U1019392,Personalized Offer,Yes,No
U1039895,Cashback,Yes,No
U1054655,Discount,No,No
U1019439,Cashback,Yes,No
U1043203,Discount,Yes,No
U1078018,Cashback,Yes,Yes
U1023118,Discount,Yes,No
U1033804,Cashback,No,No
U1012426,Discount,Yes,Yes
U1059262,Cashback,Yes,Yes
U1013073,Referral,Yes,No
U1029522,Cashback,Yes,No
U1021355,Cashback,Yes,Yes
U1068231,Personalized Offer,No,Yes
U1063047,Personalized Offer,No,No
U1094268,Referral,Yes,No
U1037299,Referral,Yes,No
U1048892,Discount,No,Yes
U1028180,Personalized Offer,Yes,Yes
U1061519,Discount,Yes,Yes
U1042231,Discount,Yes,No
U1093816,Personalized Offer,No,No
U1015220,Cashback,Yes,Yes
U1099591,Referral,Yes,No
U1037423,Personalized Offer,Yes,No
U1009210,Referral,No,Yes
U1036436,Referral,Yes,Yes
U1059424,Discount,No,Yes
U1044052,Cashback,No,No
U1087003,Cashback,Yes,No
U1021974,Cashback,No,No
U1050196,Personalized Offer,No,Yes
U1041612,Cashback,Yes,No
U1024875,Cashback,No,No
U1006787,Referral,Yes,No
U1095002,Cashback,No,Yes
U1023845,Discount,Yes,No
U1021845,Referral,No,Yes
U1054206,Personalized Offer,No,No
U1050148,Personalized Offer,Yes,No
U1098361,Referral,Yes,No
U1073807,Referral,No,Yes
U1010482,Discount,No,No
U1035016,Personalized Offer,Yes,No
U1017643,Referral,No,No
U1034220,Personalized Offer,Yes,No
U1089650,Cashback,No,No
U1092839,Cashback,Yes,Yes
U1076133,Referral,Yes,No
U1056129,Discount,Yes,Yes
U1026975,Cashback,Yes,No
U1044668,Cashback,Yes,Yes
U1080687,Referral,No,Yes
U1021397,Referral,No,Yes
U1008535,Cashback,No,No
U1027137,Cashback,Yes,No
U1024016,Cashback,No,Yes
U1021462,Discount,No,No
U1026948,Discount,No,No
U1095862,Cashback,Yes,No
U1040476,Referral,Yes,Yes
U1018303,Discount,No,Yes
U1060053,Discount,Yes,No
U1058066,Referral,No,No
U1078835,Personalized Offer,No,No
U1082089,Referral,Yes,No
U1025319,Referral,Yes,Yes
U1025243,Discount,Yes,Yes
U1062488,Cashback,Yes,Yes
U1077078,Personalized Offer,Yes,Yes
U1075638,Referral,Yes,No
U1045781,Personalized Offer,Yes,No
U1088867,Personalized Offer,No,Yes
U1068297,Referral,No,No
U1066102,Discount,No,No
U1015886,Personalized Offer,Yes,No
U1020794,Cashback,No,Yes
U1078895,Referral,No,No
U1079347,Discount,Yes,Yes
U1021300,Discount,Yes,Yes
U1092195,Cashback,No,Yes
U1066057,Personalized Offer,No,Yes
U1062672,Personalized Offer,Yes,Yes
U1098433,Referral,Yes,No
U1014690,Personalized Offer,Yes,No
U1079904,Personalized Offer,Yes,No
U1041924,Personalized Offer,No,No
U1038475,Discount,Yes,No
U1094371,Referral,Yes,No
U1047018,Cashback,Yes,No
U1013941,Discount,Yes,Yes
U1070469,Referral,Yes,No
U1012431,Personalized Offer,No,No
U1093082,Personalized Offer,Yes,No
U1006743,Personalized Offer,No,Yes
U1051341,Cashback,Yes,No
U1082718,Discount,Yes,No
U1055267,Referral,Yes,Yes
U1003913,Referral,Yes,No
U1003318,Referral,No,Yes
U1084766,Discount,Yes,No
U1013260,Discount,Yes,Yes
U1031678,Referral,Yes,Yes
U1042971,Referral,Yes,No
U1005614,Referral,No,Yes
U1020690,Discount,Yes,Yes
U1037187,Personalized Offer,Yes,Yes
U1003029,Discount,No,No
U1019156,Referral,Yes,No
U1082741,Discount,Yes,Yes
U1038945,Referral,No,No
U1055004,Personalized Offer,Yes,No
U1047041,Cashback,Yes,Yes
U1013168,Discount,Yes,Yes
U1044145,Discount,No,Yes
U1022568,Personalized Offer,Yes,Yes
U1070271,Discount,Yes,No
U1029144,Discount,Yes,No
U1063066,Referral,No,Yes
U1040144,Cashback,Yes,Yes
U1003171,Personalized Offer,Yes,No
U1021498,Personalized Offer,Yes,No
U1042345,Personalized Offer,Yes,Yes
U1015486,Cashback,Yes,Yes
U1087422,Discount,No,No
U1069166,Personalized Offer,Yes,Yes
U1089843,Cashback,No,No
U1001310,Personalized Offer,No,Yes
U1023122,Discount,No,Yes
U1059737,Personalized Offer,Yes,No
U1008137,Referral,No,No
U1018799,Cashback,No,No
U1069201,Referral,No,Yes
U1001811,Referral,No,No
U1007536,Personalized Offer,No,Yes
U1009084,Discount,Yes,Yes
U1058458,Cashback,Yes,No
U1042057,Referral,Yes,Yes
U1033121,Cashback,Yes,No
U1091820,Cashback,No,No
U1078823,Cashback,Yes,No
U1076474,Personalized Offer,Yes,No
U1009952,Personalized Offer,Yes,No
U1042161,Referral,No,No
U1052717,Referral,No,Yes
U1012972,Cashback,Yes,Yes
U1039496,Referral,No,Yes
U1076160,Referral,Yes,Yes
U1056314,Personalized Offer,No,Yes
U1090515,Personalized Offer,No,No
U1066508,Discount,Yes,No
U1012702,Personalized Offer,Yes,No
U1009971,Referral,No,Yes
U1066007,Referral,Yes,No
U1055286,Discount,Yes,No
U1058551,Cashback,Yes,Yes
U1098921,Cashback,Yes,Yes
U1092470,Personalized Offer,Yes,No
U1020780,Cashback,Yes,No
U1090791,Discount,Yes,No
U1071816,Referral,Yes,No
U1048255,Referral,Yes,No
U1072582,Cashback,Yes,No
U1044733,Referral,No,No
U1054584,Personalized Offer,Yes,Yes
U1093695,Cashback,No,Yes
